Id,Player,Position,Year,School,RAS Score,All Time Score
5585,Terrance Beadles,OG,2000,Arkansas Pine-Bluff,9.71,8.83
5586,Terrance McCaskey,TE,2000,Mississippi State,4.1,2.33
5587,Terrelle Smith,FB,2000,Arizona State,2.32,1.82
5588,Thomas Hamner,RB,2000,Minnesota,8.74,7.84
5589,Thomas Jones,RB,2000,Virginia,0,0
5590,Tim Lester,QB,2000,Western Michigan,3.25,1.54
5591,Tim Rattay,QB,2000,Louisiana Tech,5.66,3.46
5592,Tim Watson,DT,2000,Rowan,0,0
5593,Tinker Keck,SS,2000,Cincinnati,7.97,7.68
5594,Todd Franz,FS,2000,Tulsa,0,0
5595,Todd Husak,QB,2000,Stanford,3.49,1.66
5596,Todd Pinkston,WR,2000,Southern Mississippi,0,0
5597,Todd Wade,OT,2000,Mississippi,9.73,8.91
5598,Tom Brady,QB,2000,Michigan,2.74,1.51
5599,Tony Scott,CB,2000,North Carolina State,5.84,3.6
5600,Travares Tillman,FS,2000,Georgia Tech,8.36,7.81
5601,Travis Claridge,OG,2000,Southern California,8.83,8.02
5602,Travis Prentice,RB,2000,Miami,8.85,8.81
5603,Travis Taylor,WR,2000,Florida,0,0
5604,Trent Gamble,FS,2000,Wyoming,9.29,7.74
5605,Trevor Gaylor,WR,2000,Miami,8.99,7.15
5606,Troy Hambrick,RB,2000,Savannah State,5.32,4.15
5607,Troy Walters,WR,2000,Stanford,3.46,2.63
5608,Trung Canidate,RB,2000,Arizona,9.01,8.51
5609,Tutan Reyes,OG,2000,Mississippi,3.17,3.37
5610,Tyrone Carter,SS,2000,Minnesota,8.75,8.19
5611,Wendell Montgomery,WR,2000,Wyoming,6.39,4.41
5612,Wes Shivers,OT,2000,Mississippi State,1.49,0.88
5613,William Bartee,CB,2000,Oklahoma,10,9.91
5614,Windrell Hayes,WR,2000,Southern California,8.39,7.03
5615,Zeron Flemister,TE,2000,Iowa,9.5,8.48
5616,Shaun O'Hara,OC,2000,Rutgers,0,0
5617,Shayne Graham,PK,2000,Virginia Tech,0,0
5618,A.J. Feeley,QB,2001,Oregon,0,0
5619,Aaron Schobel,DE,2001,Texas Christian,9.48,9.52
5620,Adam Archuleta,SS,2001,Arizona State,0,0
5621,Adam Haayer,OG,2001,Minnesota,0,0
5622,Adewale Ogunleye,DE,2001,Indiana,0,0
5623,Adrian Wilson,SS,2001,North Carolina State,9.71,9.53
5624,Albert Traylor,OG,2001,Northwestern State,2.49,2.4
5625,Alex Bannister,WR,2001,Eastern Kentucky,6.99,4.98
5626,Alex Lincoln,LB,2001,Auburn,6.29,4.87
5627,Alex Sulfsted,OG,2001,Miami,0,0
5628,Alge Crumpler,TE,2001,North Carolina,8.27,6.24
5629,Andre Carter,DE,2001,California,8.8,8.79
5630,Andre Dyson,DB,2001,Utah,0,0
5631,Andre King,WR,2001,Miami,0,0
5632,Anthony Denman,LB,2001,Notre Dame,0,0
5633,Anthony Henry,CB,2001,South Florida,9.72,9.28
5634,Anthony Herron,DE,2001,Iowa,6.33,4.96
5635,Anthony Sessions,LB,2001,Tennessee,3.31,2.49
5636,Anthony Thomas,RB,2001,Michigan,6.69,5.39
5637,Antoine Harris,TE,2001,Southern California,2.12,1.32
5638,Arther Love,TE,2001,South Carolina State,7.04,5.1
5639,Ben Hamilton,OC,2001,Minnesota,8.87,8.13
5640,Bernard Robertson,OG,2001,Tulane,7.36,6.7
5641,Bhawoh Jue,CB,2001,Penn State,7.24,5.39
5642,Bill Baber,TE,2001,Virginia,8.73,7.52
5643,Bill Ferrario,OG,2001,Wisconsin,0,0
5644,Bill Gramatica,PK,2001,South Florida,0,0
5645,Bobby Newcombe,WR,2001,Nebraska,8.81,7.17
5646,Boo Williams,TE,2001,Arkansas,9.27,8.18
5647,Brandon Gorin,OT,2001,Purdue,0,0
5648,Brandon Manumaleuna,TE,2001,Arizona,4.65,2.54
5649,Brandon Spoon,LB,2001,North Carolina,9.2,7.87
5650,Brandon Winey,OT,2001,Louisiana State,0,0
5651,Brian Allen,LB,2001,Florida State,0,0
5652,Brian Crawford,OT,2001,Western Oregon,0,0
5653,Brian Natkin,TE,2001,Texas-El Paso,1.23,0.66
5654,Brock Williams,CB,2001,Notre Dame,9.25,8.72
5655,Carey Scott,CB,2001,Kentucky State,5.39,4.04
5656,Carl Nesmith,FS,2001,Kansas,0.54,1.16
5657,Carlos Polk,LB,2001,Nebraska,0,0
5658,Casey Hampton,DT,2001,Texas,0,0
5659,Casey Rabach,OC,2001,Wisconsin,8.3,6.99
5660,Cedric James,WR,2001,Texas Christian,0,0
5661,Cedric Scott,DE,2001,Southern Mississippi,9.16,7.85
5662,Cedrick Wilson,WR,2001,Tennessee,8.37,6.81
5663,Chad Johnson,WR,2001,Oregon State,5.85,4
5664,Chad Ward,OG,2001,Washington,8.72,8.52
5665,Char-ron Dorsey,OT,2001,Florida State,1.44,1.25
5666,Chris Barnes,RB,2001,New Mexico State,9.43,8.91
5667,Chris Chambers,WR,2001,Wisconsin,0,0
5668,Chris Cooper,DE,2001,Nebraska-Omaha,9.81,9.04
5669,Chris Taylor,WR,2001,Texas A&M,9.32,8.13
5670,Chris Valletta,OG,2001,Texas A&M,6.98,6.16
5671,Chris Weinke,QB,2001,Florida State,0,0
5672,Chukky Okobi,OC,2001,Purdue,6.67,6.48
5673,Cleo Lemon,QB,2001,Arkansas State,7.83,6.07
5674,Clevan Thomas,CB,2001,Florida State,4.74,2.98
5675,Colston Weatherington,DE,2001,Central Missouri,0,0
5676,Corey Crume,RB,2001,Eastern Kentucky,4.82,4
5677,Corey Hall,FS,2001,Appalachian State,9.73,8.14
5678,Correll Buckhalter,RB,2001,Nebraska,9.45,9.07
5679,Cory Bird,SS,2001,Virginia Tech,0,0
5680,Curtis Fuller,FS,2001,Texas Christian,6.39,4.46
5681,Daleroy Stewart,DT,2001,Southern Mississippi,9.8,9.57
5682,Damione Lewis,DT,2001,Miami,0,0
5683,Dan Alexander,FB,2001,Nebraska,9.83,9.17
5684,Dan Morgan,LB,2001,Miami,0,0
5685,Dan O'Leary,TE,2001,Notre Dame,5,2.81
5686,Darnerien McCants,WR,2001,Delaware State,0,0
5687,Darvell Bivens,FB,2001,Northwestern State,4.58,4.01
5688,Dauntae Finger,TE,2001,North Carolina,2.08,1.36
5689,David Allen,RB,2001,Kansas State,2.97,1.9
5690,David Leaverton,PK,2001,Tennessee,0,0
5691,David Martin,WR,2001,Tennessee,0,0
5692,David Rivers,QB,2001,Western Carolina,9.12,7.99
5693,David Terrell,WR,2001,Michigan,0,0
5694,David Warren,DE,2001,Florida State,0,0
5695,DeAngelo Lloyd,DE,2001,Tennessee,0,0
5696,Dee Brown,RB,2001,Syracuse,0,0
5697,DeLawrence Grant,DE,2001,Oregon State,0,0
5698,Dennis Norman,OG,2001,Princeton,9.36,8.78
5699,Deonce Whitaker,RB,2001,San Jose State,0,0
5700,Derek Combs,RB,2001,Ohio State,8.91,8.72
5701,Derek Homer,RB,2001,Kentucky,2.32,1.83
5702,Derrick Blaylock,RB,2001,Stephen F. Austin,8.98,8.44
5703,Derrick Burgess,DE,2001,Mississippi,7.53,6.16
5704,Derrick Chambers,DT,2001,Florida,9.93,9.56
5705,Derrick Gibson,SS,2001,Florida State,0,0
5706,Deuce McAllister,RB,2001,Mississippi,9.97,9.97
5707,Devonte Peterson,DE,2001,Catawba,0,0
5708,Dominic Raiola,OC,2001,Nebraska,9.86,9.71
5709,Drew Brees,QB,2001,Purdue,7.74,5.99
5710,Dustin McClintock,FB,2001,Alabama,0.67,0.63
5711,Dwayne Missouri,DE,2001,Northwestern,6.53,4.99
5712,Dwight Smith,CB,2001,Akron,5.24,3.51
5713,Ed Hartwell,LB,2001,Western Illinois,4.45,3.36
5714,Eddie Berlin,WR,2001,Northern Iowa,9.89,9.47
5715,Edgerton Hartwell,LB,2001,Western Illinois,4.45,3.36
5716,Elliot Silvers,OT,2001,Washington,7.97,6.35
5717,Elliott Carson,TE,2001,Vanderbilt,7.31,4.89
5718,Ellis Wyms,DE,2001,Mississippi State,2.6,2.67
5719,Emile White,SS,2001,Houston,6.1,5.08
5720,Ennis Davis,DT,2001,Southern California,4.25,3.17
5721,Eric Downing,DT,2001,Syracuse,7.18,6.28
5722,Eric Johnson,TE,2001,Yale,0,0
5723,Eric Kelly,CB,2001,Kentucky,7.94,6.37
5724,Eric Westmoreland,LB,2001,Tennessee,8.35,6.96
5725,Floyd Womack,OG,2001,Mississippi State,2.42,2.9
5726,Francis St. Paul,WR,2001,Northern Arizona,0,0
5727,Fred Smoot,DB,2001,Mississippi State,0,0
5728,Fred Wakefield,DE,2001,Illinois,4.64,3.34
5729,Freddie Mitchell,WR,2001,UCLA,9.65,8.72
5730,Gary Baxter,CB,2001,Baylor,9.02,7.74
5731,George Layne,FB,2001,Texas Christian,9.5,9.13
5732,Gerard Warren,DT,2001,Florida,0,0
5733,Hakim Akbar,DB,2001,Washington,0,0
5734,Harold Blackmon,CB,2001,Northwestern,9.15,7.78
5735,Heath Evans,FB,2001,Auburn,9.58,9.31
5736,Hodges Mitchell,RB,2001,Texas,0,0
5737,Idrees Bashir,FS,2001,Memphis,9.93,8.91
5738,Ifeanyi Ohalete,FS,2001,Southern California,0,0
5739,Jabari Holloway,TE,2001,Notre Dame,7.27,5.3
5740,Jace Sayler,DT,2001,Michigan State,9.29,8.44
5741,Jamal Reynolds,DE,2001,Florida State,0,0
5742,Jamar Fletcher,DB,2001,Wisconsin,0,0
5743,JaMar Toombs,FB,2001,Texas A&M,6.5,5.95
5744,Jameel Cook,FB,2001,Illinois,1.33,1.15
5745,James Boyd,SS,2001,Penn State,5.74,5.38
5746,James Jackson,RB,2001,Miami,8.02,7.39
5747,James Reed,DT,2001,Iowa State,0,0
5748,James Whitley,CB,2001,Michigan,4.04,2.47
5749,Jamie Henderson,CB,2001,Georgia,9.35,8.59
5750,Jamie Winborn,LB,2001,Vanderbilt,0,0
5751,Jarrod Cooper,SS,2001,Kansas State,10,10
5752,Jarvis Borum,OG,2001,North Carolina State,9.28,9.13
5753,Jason Doering,DB,2001,Wisconsin,0,0
5754,Jason Glenn,LB,2001,Texas A&M,5.82,4.65
5755,Jeff Backus,OT,2001,Michigan,7.24,5.04
5756,Jerametrius Butler,CB,2001,Kansas State,5.34,3.32
5757,Jeremiah Pharms,LB,2001,Washington,2.76,2.1
5758,Jesse Palmer,QB,2001,Florida,9.16,8.36
5759,Jevaris Johnson,TE,2001,Georgia,6.73,4.14
5760,Jimmy Williams,CB,2001,Vanderbilt,5.86,3.13
5761,Joe Maese,OC,2001,New Mexico,0,0
5762,Joe Tafoya,DE,2001,Arizona,7.34,5.67
5763,John Capel,WR,2001,Florida,9.3,8.46
5764,John Howell,FS,2001,Colorado State,9.32,7.66
5765,John Markham,PK,2001,Vanderbilt,0,0
5766,John Nix,DT,2001,Southern Mississippi,0,0
5767,John Schlecht,DT,2001,Minnesota,9.25,8.44
5768,Jonas Jennings,OT,2001,Georgia,7.29,5.62
5769,Jonathan Beasley,QB,2001,Kansas State,4.87,2.91
5770,Jonathan Carter,WR,2001,Troy,9.45,8.79
5771,Josh Booty,QB,2001,Louisiana State,4.65,2.39
5772,Josh Heupel,QB,2001,Oklahoma,9.2,8.1
5773,Juqua Parker,DE,2001,Oklahoma State,0,0
5774,Justin Kurpeikis,DE,2001,Penn State,7.66,6.61
5775,Justin McCareins,WR,2001,Northern Illinois,9.96,9.69
5776,Justin Smith,DE,2001,Missouri,0,0
5777,Kareem McKenzie,OT,2001,Penn State,8.82,7.4
5778,Karon Riley,DE,2001,Minnesota,0,0
5779,Keith Adams,LB,2001,Clemson,2.61,1.86
5780,Ken Lucas,DB,2001,Mississippi,0,0
5781,Kendrell Bell,LB,2001,Georgia,9.02,8.21
5782,Kendrick Rogers,OT,2001,Central Missouri,0,0
5783,Kenneth Grant,CB,2001,Kentucky,6.94,5.22
5784,Kenny Bryant,CB,2001,Jackson State,4.71,3.03
5785,Kenny Smith,DT,2001,Alabama,4.42,4.06
5786,Kenyatta Jones,OT,2001,South Florida,9.35,8.5
5787,Kenyatta Walker,OT,2001,Florida,8.97,7.33
5788,Ken-Yon Rambo,WR,2001,Ohio State,0,0
5789,Keon Moore,CB,2001,Southern Mississippi,7.79,5.77
5790,Kevan Barlow,RB,2001,Pittsburgh,9.22,8.5
5791,Kevin Kasper,WR,2001,Iowa,9.98,9.89
5792,Keydrick Vincent,OG,2001,Mississippi,4.45,4.74
5793,Koren Robinson,WR,2001,North Carolina State,8.92,7.29
5794,Kris Jenkins,DT,2001,Maryland,9.08,8.57
5795,Kris Kocurek,DT,2001,Texas Tech,0,0
5796,Kyle Vanden Bosch,DE,2001,Nebraska,10,9.98
5797,Kynan Forney,OG,2001,Hawaii,4.83,4.72
5798,LaDainian Tomlinson,RB,2001,Texas Christian,9.79,9.77
5799,Lamont Jordan,RB,2001,Maryland,9.71,9.62
5800,LaShaun Mack,OC,2001,Norfolk State,0.71,0.6
5801,Leonard Davis,OG,2001,Texas,5.66,5.92
5802,Leonard Myers,CB,2001,Miami,6.67,4.45
5803,Ligarius Jennings,CB,2001,Tennessee State,6.02,3.96
5804,Louis Williams,OG,2001,Louisiana State,6.75,6.2
5805,Marcel Shipp,RB,2001,Massachusetts,5,3.69
5806,Marcellus Rivers,TE,2001,Oklahoma State,7.15,4.76
5807,Marcus Bell,DT,2001,Memphis,1.36,1.84
5808,Marcus Stroud,DT,2001,Georgia,7.96,7.04
5809,Margin Hooks,WR,2001,Brigham Young,7.83,5.78
5810,Mario Fatafehi,DT,2001,Kansas State,0,0
5811,Mario Monds,DT,2001,Cincinnati,6.9,6.51
5812,Markus Steele,LB,2001,Southern California,7.29,6.33
5813,Marlon McCree,SS,2001,Kentucky,5.66,5.21
5814,Marques Sullivan,OT,2001,Illinois,7.5,5.87
5815,Marques Tuiasosopo,QB,2001,Washington,8.98,8.08
5816,Mathias Nkwenti,OG,2001,Temple,9.7,9.1
5817,Matt Lehr,OG,2001,Virginia Tech,9.21,8.64
5818,Matt Light,OT,2001,Purdue,8.53,6.73
5819,Matt Stewart,LB,2001,Vanderbilt,9.65,8.86
5820,Maurice Williams,OT,2001,Michigan,0,0
5821,Menson Holloway,DE,2001,Texas-El Paso,5.62,4.66
5822,Michael Bennett,RB,2001,Wisconsin,9.17,8.93
5823,Michael Jameson,FS,2001,Texas A&M,6.94,5.15
5824,Michael Keathley,OG,2001,Texas Christian,9.13,8.45
5825,Michael Stone,CB,2001,Memphis,9.87,9.48
5826,Michael Vick,QB,2001,Virginia Tech,0,0
5827,Mike Gandy,OG,2001,Notre Dame,8.19,7.35
5828,Mike McMahon,QB,2001,Rutgers,9.87,9.41
5829,Mike Roberg,TE,2001,Idaho,9.08,7.49
5830,Milton Wynn,WR,2001,Washington State,0,0
5831,Mitch White,OT,2001,Oregon State,0,0
5832,Monty Beisel,DE,2001,Kansas State,9.22,8.13
5833,Moran Norris,FB,2001,Kansas,8.25,7.29
5834,Morlon Greenwood,LB,2001,Syracuse,7,5.41
5835,Nate Clements,DB,2001,Ohio State,0,0
5836,Nate Poole,WR,2001,Marshall,4.11,2.29
5837,Nick Harris,PK,2001,California,0,0
5838,Nijrell Eason,CB,2001,Arizona State,0,0
5839,Omar Smith,OG,2001,Kentucky,4.79,4.25
5840,Onomo Ojo,WR,2001,Cal-Davis,0,0
5841,Orlando Huff,LB,2001,Fresno State,0,0
5842,Ortege Jenkins,QB,2001,Arizona,7.21,5.4
5843,Otis Leverette,DE,2001,Alabama Birmingham,0,0
5844,Owen Pochman,PK,2001,Brigham Young,0,0
5845,Patrick Chukwurah,LB,2001,Wyoming,9.49,8.8
5846,Patrick Dyson,CB,2001,Utah,0,0
5847,Patrick Venzke,OT,2001,Idaho,9.18,7.17
5848,Paul Hogan,OC,2001,Alabama,4.96,3.68
5849,Paul Toviessi,DE,2001,Marshall,9.84,9.68
5850,Paul Zukauskas,OG,2001,Boston College,0,0
5851,Quentin McCord,WR,2001,Kentucky,7.47,5.66
5852,Quincy Carter,QB,2001,Georgia,9.91,9.6
5853,Quincy Morgan,WR,2001,Kansas State,0,0
5854,Quinton Caver,LB,2001,Arkansas,8.29,6.78
5855,Randy Black,SS,2001,UNLV,4.12,4.17
5856,Randy Chevrier,DT,2001,McGill,0,0
5857,Randy Garner,DE,2001,Arkansas,0,0
5858,Rashad Holman,CB,2001,Louisville,8.6,6.79
5859,Ray Perryman,CB,2001,Northern Arizona,0,0
5860,Ray Redziniak,OG,2001,Illinois,2.6,2.7
5861,Raymond Walls,CB,2001,Southern Mississippi,8.67,7.41
5862,Reggie Germany,WR,2001,Ohio State,9.21,8.1
5863,Reggie Hayward,DE,2001,Iowa State,8.08,6.88
5864,Reggie Wayne,WR,2001,Miami,0,0
5865,Reggie White,RB,2001,Oklahoma State,6.54,5.55
5866,Renaldo Hill,CB,2001,Michigan State,3.83,2.21
5867,Riall Johnson,DE,2001,Stanford,0,0
5868,Richard Newsome,FS,2001,Michigan State,0,0
5869,Richard Seymour,DT,2001,Georgia,0,0
5870,Richmond Flowers,WR,2001,Chattanooga,8.33,6.2
5871,Rick Crowell,LB,2001,Colorado State,2.78,2.42
5872,Rick DeMulling,OG,2001,Idaho,9.74,9.52
5873,Rickie Simpkins,DT,2001,Syracuse,4.63,4.47
5874,Robert Carswell,FS,2001,Clemson,6.73,6.09
5875,Robert Ferguson,WR,2001,Texas A&M,9.78,8.65
5876,Roberto Garza,OC,2001,Texas A&M-Kingsville,9.93,9.83
5877,Rod Gardner,WR,2001,Clemson,0,0
5878,Rod Kelly,DE,2001,Northeastern State,4.51,3.06
5879,Rodney Bailey,DE,2001,Ohio State,0,0
5880,Rodney Crayton,CB,2001,Auburn,3.38,1.8
5881,Roger Knight,LB,2001,Wisconsin,0,0
5882,Romaro Miller,QB,2001,Mississippi,6.99,5.6
5883,Ron Edwards,DT,2001,Texas A&M,0,0
5884,Ronald Flemons,DE,2001,Texas A&M,0,0
5885,Ross Kolodziej,DE,2001,Wisconsin,9.06,7.71
5886,Roylin Bradley,LB,2001,Texas A&M,8.76,7.58
5887,Rudi Johnson,RB,2001,Auburn,8.33,8.22
5888,Russ Hochstein,OG,2001,Nebraska,3.66,3.7
5889,Russell Stewart,TE,2001,Stanford,4.08,2.23
5890,Ryan Diem,OT,2001,Northern Illinois,9.97,9.81
5891,Ryan Pickett,DE,2001,Ohio State,0,0
5892,Ryan Prince,TE,2001,Weber State,4.85,2.73
5893,Sage Rosenfels,QB,2001,Iowa State,9.42,8.57
5894,Santana Moss,WR,2001,Miami,0,0
5895,Saul Patu,DE,2001,Oregon,5.78,4.42
5896,Scotty Anderson,WR,2001,Grambling State,0,0
5897,Sean Brewer,TE,2001,San Jose State,8.77,7.25
5898,Sedrick Hodge,LB,2001,North Carolina,9.96,9.75
5899,Shad Meier,TE,2001,Kansas State,9.62,8.05
5900,Shane Griggs,QB,2001,Idaho State,0,0
5901,Shaun Rogers,DT,2001,Texas,0,0
5902,Shaunard Harts,SS,2001,Boise State,7.35,6.32
5903,Shawn Draper,OG,2001,Alabama,6.53,6.04
5904,Shawn Forte,FS,2001,Maryland,0,0
5905,Shawn Mills,WR,2001,Southern Mississippi,7.28,5.01
5906,Shawn Worthen,DT,2001,Texas Christian,6.67,6.06
5907,Snoop Minnis,WR,2001,Florida State,7.98,6.1
5908,Steve Hutchinson,OG,2001,Michigan,9.96,9.94
5909,Steve Smith,WR,2001,Utah,7.76,6.81
5910,T.J. Houshmandzadeh,WR,2001,Oregon State,0,0
5911,T.J. Turner,LB,2001,Michigan State,0,0
5912,Tarlos Thomas,OT,2001,Florida State,2.74,1.89
5913,Tay Cody,CB,2001,Florida State,0,0
5914,Terdell Sands,DT,2001,Chattanooga,0,0
5915,Tevita Ofahengaue,TE,2001,Brigham Young,6.31,3.49
5916,Than Merrill,DB,2001,Yale,0,0
5917,Tim Hasselbeck,QB,2001,Boston College,7.57,5.63
5918,Tim Stuber,OG,2001,Colorado State,3.17,3.52
5919,Todd Heap,TE,2001,Arizona State,9.42,7.99
5920,Tom Ashworth,OG,2001,Colorado,9.43,8.91
5921,Tommy Polley,LB,2001,Florida State,0,0
5922,Tony Dixon,SS,2001,Alabama,7.87,7.12
5923,Tony Driver,DB,2001,Notre Dame,0,0
5924,Tony Stewart,TE,2001,Penn State,7.23,5.02
5925,Torrance Marshall,LB,2001,Oklahoma,0,0
5926,Travis Henry,RB,2001,Tennessee,7.99,6.96
5927,Travis Minor,RB,2001,Florida State,5.91,5.01
5928,Tupe Peko,OC,2001,Michigan State,5.39,4.27
5929,Tyrone Robertson,DT,2001,Hinds J.C.,0,0
5930,Victor Leyva,OG,2001,Arizona State,8.42,8.14
5931,Vinny Sutherland,WR,2001,Purdue,6.86,4.91
5932,Will Allen,CB,2001,Syracuse,9.77,9.39
5933,Will Cuthbert,OG,2001,Alabama,0.42,0.9
5934,Will Peterson,CB,2001,Western Illinois,0,0
5935,Willie Blade,DT,2001,Mississippi State,0,0
5936,Willie Howard,DT,2001,Stanford,0,0
5937,Willie Middlebrooks,CB,2001,Minnesota,0,0
5938,Zeke Moreno,LB,2001,Southern California,0,0
5939,Antonio Pierce,LB,2001,Arizona,0,0
5940,Aaron Kampman,DE,2002,Iowa,0,0
5941,Aaron Lockett,WR,2002,Kansas State,7.93,7.11
5942,Abdual Howard,SS,2002,Florida State,6.09,6.06
5943,Adrian Peterson,RB,2002,Georgia Southern,1.65,1.5
5944,Ahmad Miller,DT,2002,UNLV,0,0
5945,Akin Ayodele,LB,2002,Purdue,9.29,8.69
5946,Alan Harper,DT,2002,Fresno State,2.61,3.41
5947,Albert Haynesworth,DT,2002,Tennessee,0,0
5948,Alex Brown,DE,2002,Florida,0,0
5949,Alonzo Cunningham,OG,2002,Iowa,2.29,2.84
5950,Andra Davis,LB,2002,Florida,0,0
5951,Andre Davis,WR,2002,Virginia Tech,9.95,9.82
5952,Andre' Goodman,DB,2002,South Carolina,0,0
5953,Andre Gurode,OC,2002,Colorado,4.84,4.58
5954,Andre Lott,CB,2002,Tennessee,8.25,6.8
5955,Andy Eby,OC,2002,Kansas State,9.54,9.36
5956,Anthony Weaver,DT,2002,Notre Dame,9.9,9.54
5957,Anton Palepoi,DE,2002,UNLV,8.69,7.36
5958,Antonio Bryant,WR,2002,Pittsburgh,7,4.75
5959,Antwaan Randle El,WR,2002,Indiana,0,0
5960,Antwan Kirk-Hughes,OG,2002,Texas,3.33,3.61
5961,Antwan Lake,DE,2002,West Virginia,4.76,4.19
5962,Antwoine Womack,RB,2002,Virginia,0,0
5963,Artis Hicks,OG,2002,Memphis,9.58,8.88
5964,Ashley Lelie,WR,2002,Hawaii,0,0
5965,Bart Scott,LB,2002,Southern Illinois,0,0
5966,Ben Leber,LB,2002,Kansas State,9.31,8.89
5967,Ben Miller,OC,2002,Air Force,8.95,8.79
5968,Ben Taylor,LB,2002,Virginia Tech,8.19,7.47
5969,Bob Slowikowski,TE,2002,Virginia Tech,0,0
5970,Bobby Gray,SS,2002,Louisiana Tech,0,0
5971,Bobby Jackson,SS,2002,Illinois,5.36,5.95
5972,Bobby Sippio,CB,2002,Western Kentucky,7.2,6.34
5973,Brad Franklin,DB,2002,Louisiana,0,0
5974,Brandon Doman,QB,2002,Brigham Young,7.98,6.72
5975,Brandon Moore,OG,2002,Illinois,7.12,6.44
5976,Brett Keisel,DE,2002,Brigham Young,6.49,5.15
5977,Brian Allen,RB,2002,Stanford,8.26,7.81
5978,Brian Poli-Dixon,WR,2002,UCLA,0,0
5979,Brian Westbrook,RB,2002,Villanova,7.94,7.11
5980,Brian Williams,CB,2002,North Carolina State,8.89,7.72
5981,Broderick Lancaster,OG,2002,Colorado State,0,0
5982,Bruce Branch,CB,2002,Penn State,6.33,4.18
5983,Bryan Fletcher,TE,2002,UCLA,0,0
5984,Bryan Knight,LB,2002,Pittsburgh,0,0
5985,Bryan Thomas,DE,2002,Alabama Birmingham,9.91,9.96
5986,Bryant McKinnie,OT,2002,Miami,0,0
5987,Carlos Hall,DE,2002,Arkansas,9.7,9.46
5988,Chad Beasley,DT,2002,Virginia Tech,8.08,7.65
5989,Chad Williams,SS,2002,Southern Mississippi,8.81,8.74
5990,Charles Grant,DE,2002,Georgia,6.65,6.52
5991,Charles Hill,DT,2002,Maryland,9.41,8.9
5992,Charles Stackhouse,FB,2002,Mississippi,2.46,2.35
5993,Chester Pitts,OT,2002,San Diego State,8.55,7.26
5994,Chester Taylor,RB,2002,Toledo,5.69,4.79
5995,Chris Baker,TE,2002,Michigan State,7.53,5.71
5996,Chris Cash,DB,2002,Southern California,0,0
5997,Chris Hope,SS,2002,Florida State,8.21,8.11
5998,Chris Luzar,TE,2002,Virginia,9.85,9.63
5999,Chris Massey,OC,2002,Marshall,0,0
6000,Chris Young,SS,2002,Georgia Tech,7.95,7.9
6001,Clenton Ballard,DT,2002,Texas State,4.1,4.49
6002,Cliff Russell,WR,2002,Utah,0,0
6003,Clinton Portis,RB,2002,Miami,0,0
6004,Connor Stephens,DE,2002,Mississippi State,5.98,4.82
6005,Courtland Bullard,LB,2002,Ohio State,9.86,9.81
6006,Coy Wire,SS,2002,Stanford,9.4,9.62
6007,Craig Jarrett,PK,2002,Michigan State,0,0
6008,Craig Nall,QB,2002,Northwestern State,0,0
6009,Curt McGill,OC,2002,Georgia,9.48,8.67
6010,D.D. Lewis,LB,2002,Texas,7.57,6.58
6011,Dameon Hunter,RB,2002,Utah,4.53,3.51
6012,Damien Anderson,RB,2002,Northwestern,7.58,7.13
6013,Dan Dawson,SS,2002,Rice,9.14,9.54
6014,Daniel Graham,TE,2002,Colorado,0,0
6015,Dante Wesley,CB,2002,Arkansas Pine-Bluff,8.79,7.45
6016,Darnell Sanders,TE,2002,Ohio State,0,0
6017,Darrell Hill,WR,2002,Northern Illinois,0,0
6018,Daryl Jones,WR,2002,Miami,0,0
6019,Dave Minnich,RB,2002,Washington State,5.54,4.34
6020,Dave Zastudil,PK,2002,Ohio,0,0
6021,David Carr,QB,2002,Fresno State,9.66,9.15
6022,David Garrard,QB,2002,East Carolina,8.28,7.23
6023,David Givens,WR,2002,Notre Dame,9.61,9.19
6024,David Neill,QB,2002,Nevada,4.58,2.41
6025,David Pugh,DT,2002,Virginia Tech,0,0
6026,David Thornton,LB,2002,North Carolina,9.79,9.71
6027,Deion Branch,WR,2002,Louisville,9.43,8.69
6028,Delvon Flowers,RB,2002,Arizona State,6.61,5.23
6029,Demarcus Faggins,CB,2002,Kansas State,7.7,6.24
6030,Demontray Carter,RB,2002,Troy,4.36,3.35
6031,Dennis Johnson,DE,2002,Kentucky,8.41,7.34
6032,Derek Ross,CB,2002,Ohio State,9.43,8.14
6033,Derek Smith,TE,2002,Kentucky,5.09,3.03
6034,Derrius Monroe,DE,2002,Virginia Tech,8.6,7.99
6035,DeShaun Foster,RB,2002,UCLA,9.15,8.74
6036,DeVeren Johnson,WR,2002,Sacred Heart,0,0
6037,Dicenzo Miller,RB,2002,Mississippi State,0.22,0.39
6038,Dominique Stevenson,LB,2002,Tennessee,6.72,5.81
6039,Donte' Stallworth,WR,2002,Tennessee,0,0
6040,Dorsett Davis,DT,2002,Mississippi State,9.38,8.93
6041,Doug Jolley,TE,2002,Brigham Young,9.71,9.26
6042,Dwayne Blakley,TE,2002,Missouri,5.71,3.69
6043,Dwayne Pierce,OG,2002,Louisiana State,0.56,0.99
6044,Dwight Freeney,DE,2002,Syracuse,0,0
6045,Ed Reed,FS,2002,Miami,6.54,4.57
6046,Ed Taamu,OG,2002,Utah,8.61,8.39
6047,Eddie Freeman,DT,2002,Alabama Birmingham,9.67,9.41
6048,Edward Ta'amu,OG,2002,Utah,8.61,8.39
